sentences,keywords,cluster_ID_kmeans
"From ""The Hangover"" to ""American Sniper"" Bradley Cooper opens up to byronpitts on Nightline ","bradley cooper, nightline",2
The Crew encourages you on Dec 25 to go watch AmericanSniper HonorChrisKyle ChrisKyleFrog HonorChrisKyle ,"honorchriskyle, chriskylefrog, americansniper honorchriskyle",1
"""AmericanSniper the movie Wide release Jan 16th Wear your Legend shirts HonorChrisKyle PJNET"" HonorChrisKyle ","pjnet, honorchriskyle",2
Bradley Cooper is SO fantastic in American Sniper,"sniper, bradley cooper, american",2
Thankful for sheepdog in this country like ChrisKyle ChrisKyleFrog HonorChrisKyle AmericanSniper ,"americansniper, chriskyle chriskylefrog honorchriskyle",1
"Estoy leyendo crticas muy duras contra ""American Sniper"" que viniendo del PEDASO DE CONSERVADOR que es Clint Eastwood me las creo todas","eastwood, todas, pedaso de conservador, que viniendo del, american sniper, clint eastwood",2
Taya Kyle at the Oscars with Chris' dogtags in her hand RESPECT to the Family All the way Boone AmericanSniper ,"chris, americansniper, boone americansniper, hand respect, oscars, way",1
The Legend will live on forever Thanks Clint Eastwood Bradley Cooper all for an outstanding BEST FILM AmericanSniper RIPChrisKyle,"cooper, thanks clint eastwood bradley cooper, eastwood bradley cooper, ripchriskyle",2
Cast pic AmericanSniper AmericanSniperMovie eastwood TheLegend warnerbrosstudio coryhardrict BradleyCooper ,"coryhardrict, bradleycooper",2
The real strength training workouts Bradley Cooper used to prepare for AmericanSniper -- ,"bradley cooper, americansniper",2
Go see Oscar Nominationed AmericanSniper (Expanded Now on more screens in history for rated R movie HonorChrisKyle PJNET,"history, honorchriskyle, more screens, nominationed americansniper, r, pjnet",1
"""American Sniper""- starts everywhere January 16 Follow ChrisKyleFrog for more information ","chriskylefrog, information, january 16",2
"If you think Chris Kyle from ""American Sniper"" is a murderer then I think you're a thief for stealing freedom you didn't fight for","chris kyle, american sniper, american, freedom",0
Just watched AmericanSniper thank you ChrisKyleFrog -my chest swells with pride Texas America MarcusLuttrell HonorChrisKyle SemperFi,"chriskylefrog, honorchriskyle, texas, semperfi, chest",2
The real-life AmericanSniper wife Taya Kyle walked the red carpet at Oscars2015 last night ,"oscars2015, night, taya kyle, oscars2015 last, red carpet",0
Watched AmericanSniper and left the movie with deep gratitude for our military and veterans God bless them all HonorChrisKyle,"honorchriskyle, deep gratitude, military, veterans",2
American Sniper  Bradley Cooper  3  902    ,"bradley cooper, cooper",2
Here's a Grantland33 piece I wrote on Bradley Cooper's long game--inc American Sniper Elephant Man--2 years ago ,"bradley cooper 's, american, elephant man--2 years ago, american sniper elephant man--2 years, long game, years",2
American Griper  AmericanSniper tcot ocra p2 HonorChrisKyle ,"honorchriskyle, american griper, p2",2
American Sniper Best movie I've ever seenChris Kyle True American Hero,"american sniper best, kyle true american hero, american sniper best movie",2
"BillMaher blasts ""American Sniper"" calls Chris Kyle a ""psychopath patriot"" ","psychopath patriot, psychopath, chris kyle, kyle, patriot, american sniper",0
HonorChrisKyle  HonorChrisKyle  AmericanSniper  ,"honorchriskyle, americansniper",1
We r praying 4 u jasonhall8675 AmericanSniper BradleyCooper always TayaKyle BringHomeTheOscars DoItForChris ,"doitforchris, jasonhall8675 americansniper bradleycooper",1
ChrisKyleFrog Bradley Cooper RPing ChrisKyle AmericanSniper Oscars2015 ,"oscars2015, chriskylefrog bradley cooper, americansniper",2
NEXT American Sniper opens everywhere tomorrow FOXlightMichael sat down with the cast Chris Kyle's widow Taya Kyle,"kyle, chris kyle 's, cast chris kyle, taya, taya kyle",0
Just saw AmericanSniper --RIP ChrisKyleFrog an American Patriot who protected our freedoms TheLegend Texas USA ,"thelegend texas usa, american, usa, americansniper --rip chriskylefrog, american patriot",2
The Hollywood Reporter - Inside 'American Sniper' How Clint Eastwood Cast A Real Navy Seal ,"navy, american sniper ', seal, clint, clint eastwood",2
My wife I cried at the end of AmericanSniper all of us who served thank the Kyles for sharing their story ChrisKyleFrog HonorChrisKyle,"the end of americansniper, chriskylefrog, americansniper, honorchriskyle, kyles",1
Let's be clear - AmericanSniper Chris Kyle didn't protect any of us or our freedoms He was a pawn used by the 1% to help them acquire oil,"clear-americansniper chris kyle, chris kyle, kyle, oil, pawn",0
Chris Kyle Bradley Cooper Eastwood are Monsters Meet an AmericanSniper we can call HERO ,"americansniper, cooper eastwood, meet, monsters meet, hero",1
AmericanSniper Chris Kyle's widow reveals how she prepared for a 'surreal' Oscars ,"chris kyle 's, widow",0
Hang on Taya Kyle TayaKyle It's almost over He is watching America's Sweetheart snipertrial  AmericanSniper ,"america, sweetheart, kyle tayakyle, americansniper",1
Dauber at the Premier of AmericanSniper HonorChrisKyle ,honorchriskyle,2
AmericanSniper DevilOfRamadi HonorChrisKyle  btw Michael Moore you can kiss my sweet ass ,"americansniper deviloframadi honorchriskyle, ass, moore, btw michael moore, michael moore",1
You know it was on the news right Feb 2 2013 Chris Kyle rip RT DavisLyndsey Thanks for the AmericanSniper spoiler tamronhall,"thanks, feb 2 2013, americansniper, chris kyle, tamronhall, rt davislyndsey thanks",0
Fact of the Day Patriots- BarackObama HillaryClinton WeThePeople NeverForget AmericanSniper ChrisKyle tweko ,"chriskyle, americansniper chriskyle, tweko",1
My favorite part of American Sniper's success is watching liberal critics go after Clint Eastwood as a hack,"success, liberal critics, hack, eastwood, clint eastwood",2
The fact that Clint Eastwood was not nominated for Best Director is an absolute travesty AmericanSniper Oscars2015,"best director, oscars2015, best, clint eastwood",2
This is what Clint Eastwood's American Sniper says about America - a piece from me on indiewire ,"america, piece, clint eastwood 's, american sniper",2
Great pic of Chris Kyle AmericanSniper DevilofRamadi TheLegend HonorChrisKyle ,"great pic, thelegend, honorchriskyle, chris kyle, deviloframadi",0
I'm excited when I get off tour to see American Sniper Chris Kyle was a great man A real hero,"great man, chris kyle, 'm, american sniper chris kyle, american, hero",0
AmericanSniper 6 OscarNoms HOOYA HonorChrisKyle SEALofHonor NavySEALMuseum USNavy jasonhall8675 pollinac16 ,"jasonhall8675, hooya honorchriskyle sealofhonor navysealmuseum usnavy jasonhall8675",2
blakeshelton I can't WAIT to see American Sniper God bless Blake Shelton God bless Chris Kyle God bless America ,"america, blake shelton god, chris kyle god, god",0
Make sure to sign up for the thunderclap tweet It will help us trend HonorChrisKyle February 1st AmericanSniper HonorChrisKyle,"honorchriskyle, 1st, honorchriskyle february, americansniper",1
Gone but never forgotten he always be in my heat and he is someone I admire AmericanSniper HonorChrisKyle ,"honorchriskyle, someone, americansniper",1
I recommend seeing American Sniper Seriously great film depicting Chris Kyle's career,"career, great film, chris kyle, kyle, chris kyle 's, american sniper",0
American Sniper now easily the most successful Clint Eastwood film even adjusting for inflation ,"successful clint eastwood film, inflation, clint eastwood, american sniper",2
Guess who's back at it Hint loves to eat and he hates the USA YUP MMFlint HonorChrisKyle AmericanSniper ,"honorchriskyle, yup, americansniper",1
Those weren't raindrops at the end of AmericanSniper They were heaven's tears  Godspeed ChrisKyleFrog HonorChrisKyle,"heaven, tears, chriskylefrog, honorchriskyle, they, the end of",2
My HonorChrisKyle beard is coming in quite nicely AmericanSniper ChrisKyleBeard extended till end of the month ,"honorchriskyle beard, month, end, americansniper chriskylebeard",1
Witness Bradley Cooper in a gripping story of courage in AmericanSniper Get IMAX tix here ,"americansniper get, imax tix, bradley cooper, story, tix",2
AmericanSniper's Bradley Cooper was just robbed,bradley cooper,2
Look what just arrived My new ChrisKyle hat  AmericanSniper ,"chriskyle, americansniper, new chriskyle hat",1
We took the beastModeFortheBrave foxandfriends to honor ChrisKyle AmericanSniper and our ,"beastmodeforthebrave foxandfriends, americansniper, chriskyle americansniper",1
Has Betty White pushed Bradley Cooper and AMERICAN SNIPER across the Oscar finish line ,"sniper, oscar, bradley cooper, line, american sniper",2
Ocar Nominated AmericanSniper opening EVERYWHERE Jan 16th based on the true story of America's most deadliest sniper Chris Kyle PJNET,"true story, chris kyle pjnet, everywhere jan 16th, pjnet, america",0
STARNES Hollywood smears AmericanSniper  labels Kyle a coward Nazi ,"nazi, labels, kyle, smears americansniper",1
I love the fact that American Sniper has record sales at the box office God Bless Chris Kyle and all our soldiers Screw liberal haters,"box office god, box, god bless, chris kyle, kyle, record sales",0
Saw 'American Sniper' last night remembered that i had filmed a funeral going thru Austin Didn't know it was Chris ,"austin, chris, last night, funeral",0
Texas governor declares ChrisKyleDay ,chriskyleday,2
Top military brass demanding apology after NBC correspondent comments about AmericanSniper ChrisKyle Kellyfile,"nbc, apology, kellyfile, nbc correspondent comments, americansniper chriskyle kellyfile",1
Let's Show Everyone Chris Kyle is an HERO By Selling Out Every Showing of AmericanSniper  HonorChrisKyle PJNET,"americansniper, chris kyle, show everyone, pjnet, hero",0
Now when I'm doing hex bar squats I always picture Bradley Cooper in American Sniper motivation gnarly ,"motivation, bradley cooper, american, american sniper motivation",2
MBC2Oscar |   BradleyCooper        AmericanSniper ,"bradleycooper, americansniper",1
It was brutal -- Bradley Cooper to charlierose on preparing for his role in AmericanSniper ,"-- bradley cooper to, americansniper, role",2
AMERICAN SNIPER (Eastwood 14 [3] In the spirit of generosity let's call this a disgusting irresponsible piece of shit garbage heap,"eastwood, shit, disgusting irresponsible piece, piece, garbage, heap",2
Support AmericanSniper and the memory of ChrisKyle ,"chriskyle, americansniper",1
How does American Sniper deal with Chris Kyles lies It ignores them ,"american sniper, american sniper deal, chris kyles",0
I'm sorry but AmericanSniper is a great movie and ChrisKyle is a hero  ,"chriskyle, americansniper, great movie",1
I can't believe American Sniper used a fake baby I would've had one with Bradley Cooper and let him hold it in that scene for free,"bradley cooper, would've, fake baby, bradley",2
So many layers to Bradley Cooper's performance in American Sniper (Guac refrieds sour cream 4 more (Because he ate a lot (bad movie,"sniper, bradley cooper 's, cream, american, american sniper, performance",2
Just saw AmericanSniper Great biopic about an American hero Chris Kyle,"chris kyle, american, great biopic, kyle",0
Hangover American Sniper voice acting in Guardians of the Galaxy Bradley Cooper is a seriously underrated actor,"galaxy bradley cooper, american sniper voice, actor, galaxy, guardians",2
Hopefully this will be Clint Eastwood after tonight Oscars2015  AmericanSniper ,"clint eastwood, tonight, americansniper",1
Congressman pushes for posthumous Medal of Honor for Chris Kyle ,"chris kyle, medal of honor, kyle",0
I just want to go see American Sniper and watch Bradley Cooper kill some Arabs,"bradley cooper, american, arabs, american sniper",2
AmericanSniper AWESOMEFreedom is not freeGod bless those who risk it all to secure our blessings of liberty Chris Kyle=a heroa legend,"chris kyle, liberty chris kyle, kyle, legend, heroa",0
AMERICAN sniper AMERICAN hustle you can't fool me Bradley Cooper,"bradley cooper, american, american sniper american hustle",2
I was conflicted about whether or not to see American Sniper but then I just remembered that time Clint Eastwood talked to a chair,"time, chair, american, american sniper, clint eastwood",2
American Sniper (2014 Bradley Cooper shoots brown people Directed by the guy who talked to a chair,"bradley cooper shoots, bradley cooper, brown people, guy, chair",2
American Sniper is a powerful film I believe Chris Kyle would be proud to see Bradley Cooper's portrayal RIPLegend,"chris kyle, riplegend, powerful film, bradley cooper 's",0
I liked American Sniper especially Bradley Cooper,"bradley cooper, cooper, american sniper",2
"""One of the best parts of AmericanSniper was that we hired veterans to play some of the roles"" -Bradley Cooper 6Certified GotYourSix","gotyoursix, -bradley cooper, americansniper, veterans",1
Texas Governor Greg Abbot declared February 2nd 'Chris Kyle Day' AmericanSniper ChrisKyle ChrisKyleAmericanHero ,"americansniper, february 2nd, chriskyleamericanhero, chriskyle, chriskyle chriskyleamericanhero, chris kyle day '",0
"GregAbbott_TX declares Monday ChrisKyleDay to honor the late Navy SEAL depicted in the movie ""American Sniper"" ","sniper, monday chriskyleday, movie, late navy seal, american, american sniper",2
